Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Rolling Stdev (30 Minute),10/12/2014 1:08,1.25,1.17,5.53,10.47,3.34,0.27,2.13,0
Rolling Stdev (30 Minute),10/12/2014 1:09,1.26,1.15,5.59,10.61,3.41,0.27,2.09,0
Rolling Stdev (30 Minute),10/12/2014 1:10,1.27,1.18,5.62,10.47,3.44,0.26,2.15,0
Rolling Stdev (30 Minute),10/12/2014 1:11,1.24,1.23,5.40,10.51,3.43,0.27,2.24,0
Rolling Stdev (30 Minute),10/12/2014 1:12,1.22,1.20,5.36,10.46,3.43,0.27,2.18,0
Rolling Stdev (30 Minute),10/12/2014 1:13,1.21,1.17,5.62,10.65,3.47,0.27,2.13,0
Rolling Stdev (30 Minute),10/12/2014 1:14,1.20,1.22,5.79,11.38,3.49,0.30,2.22,0
Rolling Stdev (30 Minute),10/12/2014 1:15,1.17,1.16,5.72,11.33,3.49,0.30,2.11,0
Rolling Stdev (30 Minute),10/12/2014 1:16,1.20,1.11,5.44,11.02,3.35,0.27,2.02,0
Rolling Stdev (30 Minute),10/12/2014 1:17,1.21,1.11,5.45,10.77,3.34,0.27,2.03,0
Rolling Stdev (30 Minute),10/12/2014 1:18,1.23,1.08,5.30,10.55,3.31,0.27,1.96,0
Rolling Stdev (30 Minute),10/12/2014 1:19,1.25,1.08,5.37,10.28,3.23,0.27,1.96,0
Rolling Stdev (30 Minute),10/12/2014 1:20,1.25,1.05,5.54,10.55,3.19,0.27,1.91,0
Rolling Stdev (30 Minute),10/12/2014 1:21,1.24,1.06,5.79,10.57,3.29,0.28,1.92,0
Rolling Stdev (30 Minute),10/12/2014 1:22,1.26,1.00,5.96,10.41,3.12,0.28,1.83,0
Rolling Stdev (30 Minute),10/12/2014 1:23,1.26,0.99,5.95,10.06,3.12,0.28,1.80,0
Rolling Stdev (30 Minute),10/12/2014 1:24,1.25,0.99,5.90,9.59,3.06,0.26,1.80,0
Rolling Stdev (30 Minute),10/12/2014 1:25,1.26,0.98,5.93,9.57,3.06,0.26,1.78,0
Rolling Stdev (30 Minute),10/12/2014 1:26,1.27,0.99,5.92,9.99,3.02,0.27,1.81,0
Rolling Stdev (30 Minute),10/12/2014 1:27,1.27,0.92,6.15,9.99,3.14,0.27,1.66,0
Rolling Stdev (30 Minute),10/12/2014 1:28,1.28,0.94,6.12,9.79,3.11,0.28,1.71,0
Rolling Stdev (30 Minute),10/12/2014 1:29,1.26,0.95,6.02,10.13,3.18,0.27,1.73,0
Rolling Stdev (30 Minute),10/12/2014 1:30,1.26,0.91,5.93,9.92,3.21,0.27,1.66,0
Rolling Stdev (30 Minute),10/12/2014 1:31,1.22,0.89,5.98,10.11,3.21,0.27,1.62,0
Rolling Stdev (30 Minute),10/12/2014 1:32,1.22,0.98,6.10,10.20,3.21,0.29,1.78,0
Rolling Stdev (30 Minute),10/12/2014 1:33,1.21,0.98,6.17,10.29,3.25,0.29,1.78,0
Rolling Stdev (30 Minute),10/12/2014 1:34,1.24,0.98,6.12,10.30,3.13,0.28,1.78,0
Rolling Stdev (30 Minute),10/12/2014 1:35,1.25,0.96,6.08,10.14,3.16,0.28,1.74,0
Rolling Stdev (30 Minute),10/12/2014 1:36,1.23,0.96,5.90,10.36,3.23,0.28,1.74,0
Rolling Stdev (30 Minute),10/12/2014 1:37,1.23,0.97,6.03,10.40,3.14,0.28,1.76,0
Rolling Stdev (30 Minute),10/12/2014 1:38,1.25,0.99,6.03,10.40,3.29,0.28,1.79,0
Rolling Stdev (30 Minute),10/12/2014 1:39,1.23,1.05,6.16,10.37,3.26,0.29,1.91,0
Rolling Stdev (30 Minute),10/12/2014 1:40,1.22,1.01,6.09,10.34,3.18,0.29,1.84,0
Rolling Stdev (30 Minute),10/12/2014 1:41,1.19,0.95,6.09,10.05,3.18,0.28,1.73,0
Rolling Stdev (30 Minute),10/12/2014 1:42,1.21,0.95,6.11,10.35,3.23,0.28,1.73,0
Rolling Stdev (30 Minute),10/12/2014 1:43,1.16,0.95,5.85,10.26,3.20,0.28,1.72,0
Rolling Stdev (30 Minute),10/12/2014 1:44,1.13,0.92,5.70,9.73,3.32,0.25,1.67,0
Rolling Stdev (30 Minute),10/12/2014 1:45,1.11,0.95,5.94,9.73,3.38,0.26,1.72,0
Rolling Stdev (30 Minute),10/12/2014 1:46,1.12,0.98,6.00,10.26,3.41,0.26,1.78,0
Rolling Stdev (30 Minute),10/12/2014 1:47,1.12,1.00,6.24,10.41,3.41,0.26,1.82,0
Rolling Stdev (30 Minute),10/12/2014 1:48,1.11,1.00,6.21,10.36,3.51,0.26,1.82,0
Rolling Stdev (30 Minute),10/12/2014 1:49,1.08,1.02,6.18,10.46,3.46,0.25,1.85,0
Rolling Stdev (30 Minute),10/12/2014 1:50,1.11,1.06,6.06,10.46,3.58,0.25,1.92,0
Rolling Stdev (30 Minute),10/12/2014 1:51,1.15,1.05,5.95,10.58,3.52,0.25,1.91,0
Rolling Stdev (30 Minute),10/12/2014 1:52,1.18,1.05,5.84,10.32,3.53,0.25,1.92,0
Rolling Stdev (30 Minute),10/12/2014 1:53,1.19,1.06,5.86,10.70,3.57,0.26,1.92,0
Rolling Stdev (30 Minute),10/12/2014 1:54,1.19,1.08,5.78,10.72,3.57,0.25,1.96,0
Rolling Stdev (30 Minute),10/12/2014 1:55,1.15,1.08,5.76,10.77,3.67,0.25,1.96,0
Rolling Stdev (30 Minute),10/12/2014 1:56,1.15,1.09,5.86,10.51,3.73,0.25,1.99,0
Rolling Stdev (30 Minute),10/12/2014 1:57,1.14,1.07,5.72,10.51,3.57,0.26,1.95,0
Rolling Stdev (30 Minute),10/12/2014 1:58,1.15,1.06,5.72,10.46,3.59,0.26,1.93,0
Rolling Stdev (30 Minute),10/12/2014 1:59,1.14,1.05,5.84,10.28,3.51,0.26,1.91,0
Rolling Stdev (30 Minute),10/12/2014 2:00,1.13,1.04,5.84,10.54,3.46,0.27,1.89,0
Rolling Stdev (30 Minute),10/12/2014 2:01,1.12,1.05,5.97,10.15,3.39,0.28,1.90,0
Rolling Stdev (30 Minute),10/12/2014 2:02,1.09,1.01,5.68,9.79,3.36,0.26,1.83,0
Rolling Stdev (30 Minute),10/12/2014 2:03,1.10,1.04,5.45,9.07,3.41,0.26,1.89,0
Rolling Stdev (30 Minute),10/12/2014 2:04,1.07,1.04,5.44,9.06,3.48,0.26,1.89,0
Rolling Stdev (30 Minute),10/12/2014 2:05,1.05,1.07,5.44,9.11,3.48,0.26,1.95,0
Rolling Stdev (30 Minute),10/12/2014 2:06,1.05,1.06,5.42,9.28,3.48,0.25,1.93,0
Rolling Stdev (30 Minute),10/12/2014 2:07,1.06,1.03,5.36,9.03,3.50,0.24,1.88,0
Rolling Stdev (30 Minute),10/12/2014 2:08,1.06,1.04,5.44,8.98,3.43,0.24,1.89,0
Rolling Stdev (30 Minute),10/12/2014 2:09,1.04,1.01,5.17,9.12,3.46,0.23,1.84,0
Rolling Stdev (30 Minute),10/12/2014 2:10,1.03,1.04,5.19,9.33,3.46,0.24,1.89,0
Rolling Stdev (30 Minute),10/12/2014 2:11,1.03,1.07,5.43,9.33,3.52,0.25,1.94,0
Rolling Stdev (30 Minute),10/12/2014 2:12,1.01,1.11,5.42,9.33,3.34,0.26,2.02,0
Rolling Stdev (30 Minute),10/12/2014 2:13,1.01,1.14,5.44,9.37,3.45,0.26,2.07,0
Rolling Stdev (30 Minute),10/12/2014 2:14,1.06,1.13,5.42,10.28,3.26,0.27,2.05,0
Rolling Stdev (30 Minute),10/12/2014 2:15,1.07,1.10,5.12,10.34,3.22,0.26,2.00,0
Rolling Stdev (30 Minute),10/12/2014 2:16,1.07,1.12,5.06,10.40,3.20,0.27,2.04,0
Rolling Stdev (30 Minute),10/12/2014 2:17,1.08,1.11,4.77,10.50,3.22,0.26,2.02,0
Rolling Stdev (30 Minute),10/12/2014 2:18,1.04,1.10,4.70,10.60,3.24,0.27,2.00,0
Rolling Stdev (30 Minute),10/12/2014 2:19,1.03,1.14,4.58,10.90,3.28,0.28,2.06,0
Rolling Stdev (30 Minute),10/12/2014 2:20,1.00,1.14,4.75,10.99,3.16,0.28,2.07,0
Rolling Stdev (30 Minute),10/12/2014 2:21,0.95,1.18,4.75,11.09,3.08,0.28,2.15,0
Rolling Stdev (30 Minute),10/12/2014 2:22,0.93,1.22,4.73,11.12,3.26,0.28,2.22,0
Rolling Stdev (30 Minute),10/12/2014 2:23,0.93,1.25,4.80,11.02,3.22,0.29,2.28,0
Rolling Stdev (30 Minute),10/12/2014 2:24,0.95,1.23,4.78,11.15,3.22,0.29,2.24,0
Rolling Stdev (30 Minute),10/12/2014 2:25,0.97,1.26,4.87,11.31,3.12,0.30,2.29,0
Rolling Stdev (30 Minute),10/12/2014 2:26,1.01,1.28,4.76,11.31,3.01,0.29,2.33,0
Rolling Stdev (30 Minute),10/12/2014 2:27,1.07,1.28,4.63,11.23,3.12,0.28,2.33,0
Rolling Stdev (30 Minute),10/12/2014 2:28,1.02,1.27,4.63,11.58,3.17,0.29,2.30,0
Rolling Stdev (30 Minute),10/12/2014 2:29,1.00,1.32,4.22,11.49,3.17,0.29,2.39,0
Rolling Stdev (30 Minute),10/12/2014 2:30,1.06,1.34,4.25,11.89,3.21,0.28,2.44,0
Rolling Stdev (30 Minute),10/12/2014 2:31,1.11,1.39,4.08,11.82,3.23,0.27,2.52,0
Rolling Stdev (30 Minute),10/12/2014 2:32,1.13,1.38,4.11,11.96,3.25,0.27,2.52,0
Rolling Stdev (30 Minute),10/12/2014 2:33,1.14,1.34,4.32,12.18,3.21,0.29,2.44,0
Rolling Stdev (30 Minute),10/12/2014 2:34,1.18,1.34,4.28,12.43,3.18,0.29,2.44,0
Rolling Stdev (30 Minute),10/12/2014 2:35,1.17,1.37,4.49,12.35,3.18,0.30,2.49,0
Rolling Stdev (30 Minute),10/12/2014 2:36,1.19,1.40,4.50,12.01,3.10,0.30,2.55,0
Rolling Stdev (30 Minute),10/12/2014 2:37,1.19,1.40,4.59,12.11,3.10,0.30,2.55,0
Rolling Stdev (30 Minute),10/12/2014 2:38,1.17,1.40,4.77,12.46,3.11,0.29,2.54,0
Rolling Stdev (30 Minute),10/12/2014 2:39,1.17,1.40,4.83,12.70,3.00,0.31,2.55,0
Rolling Stdev (30 Minute),10/12/2014 2:40,1.21,1.42,4.83,12.43,3.06,0.30,2.58,0
Rolling Stdev (30 Minute),10/12/2014 2:41,1.22,1.42,4.69,12.24,2.99,0.29,2.59,0
Rolling Stdev (30 Minute),10/12/2014 2:42,1.24,1.40,4.85,11.93,3.01,0.29,2.54,0
Rolling Stdev (30 Minute),10/12/2014 2:43,1.25,1.36,4.90,12.02,2.95,0.30,2.48,0
Rolling Stdev (30 Minute),10/12/2014 2:44,1.20,1.40,4.83,12.07,3.01,0.30,2.54,0
Rolling Stdev (30 Minute),10/12/2014 2:45,1.16,1.40,4.80,12.45,3.06,0.30,2.55,0
Rolling Stdev (30 Minute),10/12/2014 2:46,1.11,1.38,4.82,12.52,3.06,0.30,2.51,0
Rolling Stdev (30 Minute),10/12/2014 2:47,1.15,1.39,4.85,12.27,3.08,0.30,2.53,0
Rolling Stdev (30 Minute),10/12/2014 2:48,1.16,1.41,4.74,12.54,3.03,0.30,2.57,0
Rolling Stdev (30 Minute),10/12/2014 2:49,1.17,1.38,4.69,12.44,3.18,0.30,2.51,0
Rolling Stdev (30 Minute),10/12/2014 2:50,1.17,1.38,4.57,12.45,3.19,0.29,2.51,0
Rolling Stdev (30 Minute),10/12/2014 2:51,1.13,1.38,4.88,12.30,3.21,0.30,2.50,0
Rolling Stdev (30 Minute),10/12/2014 2:52,1.16,1.34,5.09,12.22,3.11,0.31,2.45,0
Rolling Stdev (30 Minute),10/12/2014 2:53,1.16,1.36,5.04,11.69,3.11,0.29,2.47,0
Rolling Stdev (30 Minute),10/12/2014 2:54,1.13,1.36,5.38,12.04,3.15,0.32,2.47,0
Rolling Stdev (30 Minute),10/12/2014 2:55,1.09,1.35,5.30,11.78,3.18,0.30,2.45,0
Rolling Stdev (30 Minute),10/12/2014 2:56,1.08,1.32,5.53,12.06,3.17,0.32,2.40,0
Rolling Stdev (30 Minute),10/12/2014 2:57,1.05,1.31,5.64,12.06,3.17,0.32,2.39,0
Rolling Stdev (30 Minute),10/12/2014 2:58,1.07,1.31,5.61,12.08,3.15,0.32,2.38,0
Rolling Stdev (30 Minute),10/12/2014 2:59,1.07,1.30,5.78,12.09,3.15,0.32,2.37,0
Rolling Stdev (30 Minute),10/12/2014 3:00,1.05,1.30,5.83,11.88,3.07,0.33,2.37,0
Rolling Stdev (30 Minute),10/12/2014 3:01,1.06,1.29,6.12,11.86,3.07,0.34,2.34,0
Rolling Stdev (30 Minute),10/12/2014 3:02,1.04,1.28,6.29,11.80,3.13,0.34,2.34,0
Rolling Stdev (30 Minute),10/12/2014 3:03,1.04,1.30,6.07,12.03,3.08,0.32,2.36,0
Rolling Stdev (30 Minute),10/12/2014 3:04,1.04,1.29,5.98,12.24,3.23,0.32,2.34,0
Rolling Stdev (30 Minute),10/12/2014 3:05,1.10,1.29,5.85,12.22,3.32,0.31,2.35,0
Rolling Stdev (30 Minute),10/12/2014 3:06,1.09,1.23,6.05,12.34,3.30,0.30,2.24,0
Rolling Stdev (30 Minute),10/12/2014 3:07,1.08,1.28,6.04,12.15,3.30,0.30,2.32,0
Rolling Stdev (30 Minute),10/12/2014 3:08,1.12,1.28,5.97,12.13,3.30,0.30,2.32,0
Rolling Stdev (30 Minute),10/12/2014 3:09,1.14,1.27,5.98,12.09,3.30,0.30,2.31,0
Rolling Stdev (30 Minute),10/12/2014 3:10,1.08,1.24,6.15,11.98,3.29,0.31,2.26,0
Rolling Stdev (30 Minute),10/12/2014 3:11,1.11,1.21,6.27,11.89,3.33,0.31,2.20,0
Rolling Stdev (30 Minute),10/12/2014 3:12,1.15,1.22,6.04,12.54,3.40,0.31,2.22,0
Rolling Stdev (30 Minute),10/12/2014 3:13,1.14,1.21,6.05,12.38,3.35,0.31,2.20,0
Rolling Stdev (30 Minute),10/12/2014 3:14,1.14,1.18,6.05,12.34,3.31,0.31,2.14,0
Rolling Stdev (30 Minute),10/12/2014 3:15,1.20,1.19,6.07,11.60,3.39,0.30,2.16,0
Rolling Stdev (30 Minute),10/12/2014 3:16,1.20,1.16,5.98,12.08,3.40,0.31,2.11,0
Rolling Stdev (30 Minute),10/12/2014 3:17,1.16,1.10,6.12,12.06,3.48,0.31,1.99,0
Rolling Stdev (30 Minute),10/12/2014 3:18,1.18,1.07,6.07,12.31,3.39,0.32,1.95,0
Rolling Stdev (30 Minute),10/12/2014 3:19,1.24,1.07,6.17,12.30,3.25,0.31,1.95,0
Rolling Stdev (30 Minute),10/12/2014 3:20,1.22,1.01,6.17,12.63,3.24,0.32,1.84,0
Rolling Stdev (30 Minute),10/12/2014 3:21,1.22,1.02,5.99,12.52,3.21,0.30,1.85,0
Rolling Stdev (30 Minute),10/12/2014 3:22,1.21,1.03,5.77,12.56,3.21,0.29,1.88,0
Rolling Stdev (30 Minute),10/12/2014 3:23,1.20,1.00,5.75,12.87,3.21,0.29,1.82,0
Rolling Stdev (30 Minute),10/12/2014 3:24,1.16,1.03,5.56,12.66,3.21,0.27,1.88,0
Rolling Stdev (30 Minute),10/12/2014 3:25,1.14,1.02,5.68,13.08,3.19,0.27,1.86,0
Rolling Stdev (30 Minute),10/12/2014 3:26,1.14,1.08,5.56,13.16,3.19,0.26,1.97,0
Rolling Stdev (30 Minute),10/12/2014 3:27,1.13,1.09,5.55,13.52,3.19,0.26,1.98,0
Rolling Stdev (30 Minute),10/12/2014 3:28,1.18,1.08,5.56,13.54,3.15,0.26,1.96,0
Rolling Stdev (30 Minute),10/12/2014 3:29,1.20,1.07,5.66,13.56,3.15,0.26,1.94,0
Rolling Stdev (30 Minute),10/12/2014 3:30,1.22,1.06,5.74,13.39,3.27,0.25,1.92,0
Rolling Stdev (30 Minute),10/12/2014 3:31,1.22,1.03,5.48,13.76,3.27,0.24,1.88,0
Rolling Stdev (30 Minute),10/12/2014 3:32,1.24,1.06,5.43,13.91,3.22,0.24,1.93,0
Rolling Stdev (30 Minute),10/12/2014 3:33,1.25,1.05,5.35,13.91,3.29,0.24,1.90,0
Rolling Stdev (30 Minute),10/12/2014 3:34,1.23,1.05,5.28,13.62,3.21,0.25,1.91,0
Rolling Stdev (30 Minute),10/12/2014 3:35,1.22,1.01,5.18,14.12,3.10,0.26,1.84,0
Rolling Stdev (30 Minute),10/12/2014 3:36,1.21,1.06,5.12,13.91,3.18,0.27,1.93,0
Rolling Stdev (30 Minute),10/12/2014 3:37,1.22,1.03,5.11,13.91,3.19,0.27,1.87,0
Rolling Stdev (30 Minute),10/12/2014 3:38,1.17,1.04,4.73,13.97,3.25,0.27,1.89,0
Rolling Stdev (30 Minute),10/12/2014 3:39,1.20,1.07,4.63,13.82,3.35,0.26,1.95,0
Rolling Stdev (30 Minute),10/12/2014 3:40,1.19,1.07,4.55,13.81,3.28,0.26,1.95,0
Rolling Stdev (30 Minute),10/12/2014 3:41,1.13,1.05,4.79,14.17,3.31,0.28,1.91,0
Rolling Stdev (30 Minute),10/12/2014 3:42,1.17,1.07,4.84,14.04,3.22,0.27,1.94,0
Rolling Stdev (30 Minute),10/12/2014 3:43,1.17,1.07,4.85,14.20,3.16,0.28,1.94,0
Rolling Stdev (30 Minute),10/12/2014 3:44,1.18,1.07,5.00,13.84,3.31,0.28,1.95,0
Rolling Stdev (30 Minute),10/12/2014 3:45,1.17,1.04,5.00,14.25,3.15,0.28,1.89,0
Rolling Stdev (30 Minute),10/12/2014 3:46,1.21,1.03,5.30,13.79,3.21,0.28,1.87,0
Rolling Stdev (30 Minute),10/12/2014 3:47,1.19,1.03,5.24,13.78,3.12,0.28,1.87,0
Rolling Stdev (30 Minute),10/12/2014 3:48,1.20,1.05,5.22,13.83,3.21,0.28,1.91,0
Rolling Stdev (30 Minute),10/12/2014 3:49,1.17,1.05,5.17,14.13,3.31,0.29,1.92,0
Rolling Stdev (30 Minute),10/12/2014 3:50,1.15,1.04,5.20,13.85,3.33,0.28,1.88,0
Rolling Stdev (30 Minute),10/12/2014 3:51,1.14,1.03,5.42,14.01,3.39,0.28,1.88,0
Rolling Stdev (30 Minute),10/12/2014 3:52,1.11,1.01,5.44,14.04,3.33,0.29,1.84,0
Rolling Stdev (30 Minute),10/12/2014 3:53,1.13,1.01,5.53,13.69,3.31,0.28,1.84,0
Rolling Stdev (30 Minute),10/12/2014 3:54,1.15,1.02,5.85,13.53,3.29,0.28,1.86,0
Rolling Stdev (30 Minute),10/12/2014 3:55,1.15,1.02,5.67,13.48,3.37,0.30,1.85,0
Rolling Stdev (30 Minute),10/12/2014 3:56,1.16,0.99,5.70,12.90,3.39,0.29,1.80,0
Rolling Stdev (30 Minute),10/12/2014 3:57,1.20,0.99,5.83,12.82,3.45,0.29,1.80,0
Rolling Stdev (30 Minute),10/12/2014 3:58,1.20,1.02,5.93,12.58,3.44,0.29,1.86,0
Rolling Stdev (30 Minute),10/12/2014 3:59,1.21,1.04,5.82,12.62,3.44,0.29,1.89,0
Rolling Stdev (30 Minute),10/12/2014 4:00,1.22,1.01,5.61,12.62,3.50,0.29,1.83,0
Rolling Stdev (30 Minute),10/12/2014 4:01,1.21,1.05,5.38,12.46,3.53,0.29,1.91,0
Rolling Stdev (30 Minute),10/12/2014 4:02,1.19,1.04,5.11,12.60,3.47,0.29,1.89,0
Rolling Stdev (30 Minute),10/12/2014 4:03,1.21,1.05,5.36,12.08,3.40,0.29,1.91,0
Rolling Stdev (30 Minute),10/12/2014 4:04,1.21,1.05,5.25,12.08,3.27,0.28,1.91,0
Rolling Stdev (30 Minute),10/12/2014 4:05,1.19,1.09,5.43,11.70,3.35,0.26,1.99,0
Rolling Stdev (30 Minute),10/12/2014 4:06,1.17,1.06,5.40,12.00,3.41,0.26,1.93,0
Rolling Stdev (30 Minute),10/12/2014 4:07,1.18,1.06,5.39,11.96,3.36,0.26,1.93,0
Rolling Stdev (30 Minute),10/12/2014 4:08,1.20,1.06,5.50,11.82,3.30,0.26,1.93,0
Rolling Stdev (30 Minute),10/12/2014 4:09,1.18,1.09,5.51,12.05,3.21,0.26,1.98,0
Rolling Stdev (30 Minute),10/12/2014 4:10,1.23,1.11,5.55,12.36,3.27,0.27,2.02,0
Rolling Stdev (30 Minute),10/12/2014 4:11,1.24,1.11,5.55,12.38,3.21,0.27,2.02,0
Rolling Stdev (30 Minute),10/12/2014 4:12,1.19,1.07,5.84,12.29,3.21,0.27,1.95,0
Rolling Stdev (30 Minute),10/12/2014 4:13,1.19,1.12,6.07,12.06,3.28,0.27,2.03,0
Rolling Stdev (30 Minute),10/12/2014 4:14,1.20,1.16,6.03,12.64,3.11,0.29,2.12,0
Rolling Stdev (30 Minute),10/12/2014 4:15,1.16,1.19,6.03,12.41,3.13,0.29,2.17,0
Rolling Stdev (30 Minute),10/12/2014 4:16,1.17,1.21,6.14,12.41,3.23,0.29,2.20,0
Rolling Stdev (30 Minute),10/12/2014 4:17,1.17,1.21,6.09,12.55,3.32,0.29,2.21,0
Rolling Stdev (30 Minute),10/12/2014 4:18,1.11,1.19,6.16,12.38,3.19,0.30,2.16,0
Rolling Stdev (30 Minute),10/12/2014 4:19,1.11,1.18,6.11,12.54,3.12,0.30,2.15,0
Rolling Stdev (30 Minute),10/12/2014 4:20,1.22,1.27,6.72,13.62,3.10,0.37,2.35,0
Rolling Stdev (30 Minute),10/12/2014 4:21,1.16,1.36,6.83,14.45,3.06,0.42,2.35,0
Rolling Stdev (30 Minute),10/12/2014 4:22,1.16,1.34,7.14,15.00,3.14,0.45,2.33,0
Rolling Stdev (30 Minute),10/12/2014 4:23,1.18,1.38,7.05,15.91,3.21,0.47,2.44,0
Rolling Stdev (30 Minute),10/12/2014 4:24,1.22,1.32,7.25,16.17,3.17,0.49,2.43,0
Rolling Stdev (30 Minute),10/12/2014 4:25,1.23,1.39,7.33,16.38,3.10,0.50,2.48,0
Rolling Stdev (30 Minute),10/12/2014 4:26,1.27,1.39,7.50,17.38,3.16,0.53,2.50,0
Rolling Stdev (30 Minute),10/12/2014 4:27,1.24,1.39,7.71,17.64,2.91,0.55,2.50,0
Rolling Stdev (30 Minute),10/12/2014 4:28,1.31,1.35,7.62,18.24,2.92,0.55,2.53,0
Rolling Stdev (30 Minute),10/12/2014 4:29,1.35,1.37,7.47,18.13,2.92,0.54,2.58,0
Rolling Stdev (30 Minute),10/12/2014 4:30,1.36,1.42,7.47,18.41,2.61,0.55,2.69,0
Rolling Stdev (30 Minute),10/12/2014 4:31,1.35,1.40,7.47,18.13,2.43,0.54,2.66,0
Rolling Stdev (30 Minute),10/12/2014 4:32,1.39,1.37,7.60,18.45,2.34,0.56,2.70,0
Rolling Stdev (30 Minute),10/12/2014 4:33,1.42,1.41,7.36,18.46,2.33,0.55,2.77,0
Rolling Stdev (30 Minute),10/12/2014 4:34,1.41,1.39,7.41,18.57,2.28,0.56,2.79,0
Rolling Stdev (30 Minute),10/12/2014 4:35,1.36,1.39,7.38,17.61,2.27,0.55,2.77,0
Rolling Stdev (30 Minute),10/12/2014 4:36,1.36,1.39,7.30,17.99,2.23,0.56,2.77,0
Rolling Stdev (30 Minute),10/12/2014 4:37,1.36,1.36,7.21,17.93,2.23,0.55,2.71,0
Rolling Stdev (30 Minute),10/12/2014 4:38,1.28,1.37,6.83,17.69,2.23,0.53,2.74,0
Rolling Stdev (30 Minute),10/12/2014 4:39,1.29,1.33,6.92,16.62,2.16,0.52,2.58,0
Rolling Stdev (30 Minute),10/12/2014 4:40,1.16,1.33,6.77,15.15,2.16,0.49,2.58,0
Rolling Stdev (30 Minute),10/12/2014 4:41,1.09,1.33,6.94,15.09,2.09,0.49,2.59,0
Rolling Stdev (30 Minute),10/12/2014 4:42,1.02,1.32,6.16,15.00,2.08,0.46,2.53,0
Rolling Stdev (30 Minute),10/12/2014 4:43,1.02,1.31,6.21,14.37,2.08,0.46,2.58,0
Rolling Stdev (30 Minute),10/12/2014 4:44,1.03,1.21,6.28,14.34,2.11,0.47,2.38,0
Rolling Stdev (30 Minute),10/12/2014 4:45,0.95,1.12,6.05,12.36,2.12,0.42,2.24,0
Rolling Stdev (30 Minute),10/12/2014 4:46,0.95,0.98,5.05,11.38,1.50,0.36,1.97,0
Rolling Stdev (30 Minute),10/12/2014 4:47,0.96,0.99,4.96,10.92,1.50,0.34,1.98,0
Rolling Stdev (30 Minute),10/12/2014 4:48,0.94,0.92,4.28,6.46,1.48,0.22,1.84,0
Rolling Stdev (30 Minute),10/12/2014 4:49,0.93,0.86,3.76,6.21,1.22,0.18,1.68,0
Rolling Stdev (30 Minute),10/12/2014 4:50,0.91,0.85,3.67,6.28,1.22,0.18,1.66,0
Rolling Stdev (30 Minute),10/12/2014 4:51,0.89,0.84,3.78,6.37,1.22,0.19,1.61,0
Rolling Stdev (30 Minute),10/12/2014 4:52,0.88,0.83,3.74,6.31,1.20,0.19,1.60,0
Rolling Stdev (30 Minute),10/12/2014 4:53,0.88,0.86,3.70,6.42,1.17,0.18,1.60,0
Rolling Stdev (30 Minute),10/12/2014 4:54,0.93,0.88,3.65,6.26,1.13,0.18,1.70,0
Rolling Stdev (30 Minute),10/12/2014 4:55,0.93,0.84,3.65,6.21,1.10,0.19,1.70,0
Rolling Stdev (30 Minute),10/12/2014 4:56,0.94,0.86,3.72,5.94,1.06,0.18,1.70,0
Rolling Stdev (30 Minute),10/12/2014 4:57,0.90,0.86,3.72,5.92,1.06,0.18,1.64,0
Rolling Stdev (30 Minute),10/12/2014 4:58,0.88,0.87,3.78,5.71,1.01,0.19,1.60,0
Rolling Stdev (30 Minute),10/12/2014 4:59,0.89,0.89,3.81,5.77,1.06,0.19,1.63,0
Rolling Stdev (30 Minute),10/12/2014 5:00,0.89,0.88,3.68,5.70,1.08,0.19,1.62,0
Rolling Stdev (30 Minute),10/12/2014 5:01,0.88,0.88,3.55,5.65,1.08,0.19,1.60,0
Rolling Stdev (30 Minute),10/12/2014 5:02,0.86,0.86,3.54,5.60,1.08,0.18,1.57,0
Rolling Stdev (30 Minute),10/12/2014 5:03,0.88,0.97,3.61,5.58,1.03,0.19,1.60,0
Rolling Stdev (30 Minute),10/12/2014 5:04,0.98,1.09,3.74,9.94,1.66,0.27,1.86,0
Rolling Stdev (30 Minute),10/12/2014 5:05,1.05,1.08,5.10,12.45,1.98,0.38,1.84,0
Rolling Stdev (30 Minute),10/12/2014 5:06,1.05,1.08,6.04,12.46,2.25,0.42,1.82,0
Rolling Stdev (30 Minute),10/12/2014 5:07,1.20,1.07,6.28,14.64,2.34,0.47,1.79,0
Rolling Stdev (30 Minute),10/12/2014 5:08,1.19,1.13,6.84,14.82,2.63,0.49,1.94,0
Rolling Stdev (30 Minute),10/12/2014 5:09,1.19,1.09,6.80,16.19,2.75,0.50,1.94,0
Rolling Stdev (30 Minute),10/12/2014 5:10,1.19,1.15,6.71,16.02,2.97,0.49,2.08,0
Rolling Stdev (30 Minute),10/12/2014 5:11,1.18,1.13,6.63,16.72,3.15,0.50,2.06,0
Rolling Stdev (30 Minute),10/12/2014 5:12,1.18,1.12,6.66,17.02,3.17,0.51,2.06,0
Rolling Stdev (30 Minute),10/12/2014 5:13,1.15,1.19,7.13,16.98,3.30,0.53,2.16,0
Rolling Stdev (30 Minute),10/12/2014 5:14,1.15,1.29,7.05,17.96,3.24,0.54,2.39,0
